family	owner_descriptor	mapped_owner	method_signature	source_file	caller_count	caller_examples	sink_or_implementer_examples	payload_types	working_label	confidence	status	evidence	missing_evidence	runtime_required	reviewed_in_commit_or_slice
Radio	Lcom/eckom/xtlibrary/b/h/b/f;	RadioModelView	public abstract t(Z)V	app/apktool/smali_classes3	1	presenter/model callback chain	presenter->view interface	int/bool callback channel		low_medium	reviewed_but_grouped	RadioModelView callback overloads grouped as one representative radio event-channel family	event-code/channel semantic disambiguation required	no	a669fd3
Radio	Lcom/eckom/xtlibrary/b/h/b/f;	RadioModelView	public abstract u(Z)V	app/apktool/smali_classes3	1	presenter/model callback chain	presenter->view interface	int/bool callback channel		low_medium	reviewed_but_grouped	RadioModelView callback overloads grouped as one representative radio event-channel family	event-code/channel semantic disambiguation required	no	a669fd3
Radio	Lcom/eckom/xtlibrary/b/h/b/f;	RadioModelView	public abstract x(I)V	app/apktool/smali_classes3	1	presenter/model callback chain	presenter->view interface	int/bool callback channel		low_medium	reviewed_but_grouped	RadioModelView callback overloads grouped as one representative radio event-channel family	event-code/channel semantic disambiguation required	no	a669fd3
Radio	Lcom/eckom/xtlibrary/b/h/b/f;	RadioModelView	public abstract y(I)V	app/apktool/smali_classes3	1	presenter/model callback chain	presenter->view interface	int/bool callback channel		low_medium	reviewed_but_grouped	RadioModelView callback overloads grouped as one representative radio event-channel family	event-code/channel semantic disambiguation required	no	a669fd3
Radio	`Lcom/eckom/xtlibrary/b/h/b/f;`	`RadioModelView`	`a(Landroid/graphics/drawable/Drawable;)V`	docs/reports/readability-method-boundary-review.md	1	`RadioModel` helper callbacks	`RadioPresenter` then `RadioView`	radio icon/art payload	`publishRadioDrawable(Drawable)`	high	confirmed	framework Drawable payload + direct callback path		no	a669fd3
Radio	`Lcom/eckom/xtlibrary/b/h/b/f;`	`RadioModelView`	`a([Lcom/eckom/xtlibrary/b/h/a/a;)V`	docs/reports/readability-method-boundary-review.md	1	`RadioModel` helper callbacks	`RadioPresenter` then `RadioView`	station list (`FreqPs[]`) payload	`publishStationList(FreqPs[])`	high	confirmed	DTO type is mapped `FreqPs[]`; presenter forwards unchanged		no	a669fd3
Radio	`Lcom/eckom/xtlibrary/b/h/b/f;`	`RadioModelView`	`ba(Ljava/lang/String;)V`	docs/reports/readability-method-boundary-review.md	2	`RadioModel`, `RadioModel` helpers	`RadioPresenter` then `RadioView`	primary radio text channel	`publishRadioPrimaryText(String)`	medium	reviewed_but_grouped	RadioModelView callback overloads grouped as one representative radio event-channel family	separate PS/RDS/station-name channels by sink mapping	no	a669fd3
Radio	`Lcom/eckom/xtlibrary/b/h/b/f;`	`RadioModelView`	`ha(Ljava/lang/String;)V`	docs/reports/readability-method-boundary-review.md	1	`RadioModel` / helpers	`RadioPresenter` then `RadioView`	secondary radio text channel	`publishRadioSecondaryText(String)`	medium	reviewed_but_grouped	RadioModelView callback overloads grouped as one representative radio event-channel family	identify text source constants in model branches	no	a669fd3
Radio	`Lcom/eckom/xtlibrary/b/h/b/f;`	`RadioModelView`	`r(I)V`	docs/reports/readability-method-boundary-review.md	1	`RadioModel` + helpers	`RadioPresenter` then `RadioView`	selected index/frequency-like int channel	`publishRadioSelection(int)`	medium	reviewed_but_grouped	RadioModelView callback overloads grouped as one representative radio event-channel family	correlate with TWRadio event id constants	no	a669fd3
Radio	`Lcom/eckom/xtlibrary/b/h/b/f;`	`RadioModelView`	`s(I)V`	docs/reports/readability-method-boundary-review.md	1	`RadioModel` + helpers	`RadioPresenter` then `RadioView`	single-int update channel #2	`publishRadioIndexS(int)`	medium	reviewed_but_grouped	RadioModelView callback overloads grouped as one representative radio event-channel family	sink-side differentiation from `r(I)`	no	a669fd3
Radio	`Lcom/eckom/xtlibrary/b/h/b/f;`	`RadioModelView`	`x(I)V`	docs/reports/readability-method-boundary-review.md	1	`RadioModel`	`RadioPresenter` then `RadioView`	single-int update channel #3	`publishRadioValueX(int)`	low-medium	reviewed_but_grouped	RadioModelView callback overloads grouped as one representative radio event-channel family	event-code mapping in RadioModel switch blocks	no	a669fd3
Radio	`Lcom/eckom/xtlibrary/b/h/b/f;`	`RadioModelView`	`y(I)V`	docs/reports/readability-method-boundary-review.md	1	`RadioModel`	`RadioPresenter` then `RadioView`	single-int update channel #4	`publishRadioValueY(int)`	low-medium	reviewed_but_grouped	RadioModelView callback overloads grouped as one representative radio event-channel family	same as above	no	a669fd3
Video	`Lcom/eckom/xtlibrary/b/k/c/c;`	`VideoView`	`a(Ljava/lang/Boolean;)V`	docs/reports/readability-method-boundary-review.md	1	`VideoPresenter->c(boolean)`	`BaseVideoActivity`, `BaseMusicService`	boxed boolean state callback	`publishVideoStateBoolean(Boolean)`	medium	reviewed_but_grouped	VideoView callback set grouped as one representative semantic family	identify true/false semantics by sink branch constants	no	a669fd3
Video	`Lcom/eckom/xtlibrary/b/k/c/c;`	`VideoView`	`d(II)V`	docs/reports/readability-method-boundary-review.md	2	`VideoPresenter->d(int,int)`	`BaseVideoActivity`, `BaseMusicService`	paired progress/index-like ints	`publishVideoProgressPair(int,int)`	medium	reviewed_but_grouped	VideoView callback set grouped as one representative semantic family	inspect sink logic in BaseVideoActivity for each arg usage	no	a669fd3
Video	`Lcom/eckom/xtlibrary/b/k/c/c;`	`VideoView`	`f(Z)V`	docs/reports/readability-method-boundary-review.md	1	`VideoPresenter->f(boolean)`	`BaseVideoActivity`, `BaseMusicService`	boolean toggle channel #1	`publishVideoToggleF(boolean)`	low-medium	reviewed_but_grouped	VideoView callback set grouped as one representative semantic family	map to UI/state fields in sink	no	a669fd3
Video	`Lcom/eckom/xtlibrary/b/k/c/c;`	`VideoView`	`fa(Ljava/lang/String;)V`	docs/reports/readability-method-boundary-review.md	1	`VideoPresenter->fa(String)`	`BaseVideoActivity`, `BaseMusicService`	single text field callback	`publishVideoPrimaryText(String)`	medium	reviewed_but_grouped	VideoView callback set grouped as one representative semantic family	disambiguate title/path/message at sink	no	a669fd3
Video	`Lcom/eckom/xtlibrary/b/k/c/c;`	`VideoView`	`l(I)V`	docs/reports/readability-method-boundary-review.md	1	`VideoPresenter->u(I)` maps to `l(I)`	`BaseVideoActivity`, `BaseMusicService`	single int state/update	`publishVideoIndex(int)`	medium	reviewed_but_grouped	VideoView callback set grouped as one representative semantic family	sink-side variable target confirmation	no	a669fd3
Video	`Lcom/eckom/xtlibrary/b/k/c/c;`	`VideoView`	`onMediaView(Landroid/view/View;)V`	docs/reports/readability-method-boundary-review.md	1	`VideoPresenter->onMediaView(View)`	`BaseVideoActivity`, `BaseMusicService`	media view attach/bind callback	`onMediaView(View)`	high	confirmed	readable method name + direct presenter forwarding to interface		no	a669fd3
Video	`Lcom/eckom/xtlibrary/b/k/c/c;`	`VideoView`	`q(I)V`	docs/reports/readability-method-boundary-review.md	1	`VideoPresenter->setSource(int)` maps to `q(I)`	`BaseVideoActivity`, `BaseMusicService`	source selector integer	`publishVideoSource(int)`	medium-high	confirmed	method name `setSource(I)` in presenter forwards to `VideoView->q(I)`		no	a669fd3
Video	`Lcom/eckom/xtlibrary/b/k/c/c;`	`VideoView`	`u(Ljava/lang/String;Ljava/lang/String;)V`	docs/reports/readability-method-boundary-review.md	2	`VideoPresenter->u(String,String)`	`BaseVideoActivity`, `BaseMusicService`	dual-string metadata pair	`publishVideoTextPair(String,String)`	medium	reviewed_but_grouped	VideoView callback set grouped as one representative semantic family	resolve argument order by sink field assignment	no	a669fd3

Music	Lcom/tw/music/k;	MusicCommandReceiver	public onReceive(Landroid/content/Context;Landroid/content/Intent;)V	docs/playback-symbol-map.md	1	MusicService command broadcast	MusicPresenter transport methods	broadcast action->transport command	dispatchMusicControlIntent	high	confirmed	action routing path documented and preserved		no	readability-closure-2026-05-07
